order_id,supplier,region,product_category,carrier,order_date,promised_date,actual_delivery_date,units,defect_flag
ORD-103535,SUP-004,Northeast,Office Supplies,CarrierA,08/29/2024,2024-09-03,2024-09-03,327,0
ORD-100570,SUP-004,Southeast,Perishables,CarrierB,2024/09/24,2024-09-26,2024-09-26,1,0
ORD-103141,SUP-007,Northeast,Home Goods,CarrierC,2024-11-11,2024-11-21,2024-11-21,398,0
ORD-103728,SUP-009,West,Apparel,CarrierD,2024/06/29,2024-07-04,2024-07-04,140,0
ORD-102631,SUP-007,Southeast,,CarrierA,01/18/2024,2024-01-21,2024-01-21,380,0
ORD-100295,SUP-019,Southeast,Industrial Parts,CarrierD,02-Oct-2024,2024-10-05,2024-10-05,216,0
ORD-103171,SUP-004,Midwest,Apparel,CarrierB,12-Nov-2024,2024-11-14,2024-11-14,339,0
ORD-102876,SUP-013,Southwest,Electronics,CarrierC,14-Jun-2024,2024-06-19,2024-06-19,118,0
ORD-104582,SUP-015,Midwest,Perishables,CarrierB,2024-11-01,2024-11-11,2024-11-16,193,0
ORD-104847,SUP-016,Southeast,Perishables,CarrierC,2024-06-07,2024-06-09,,127,0
ORD-104588,SUP-020,Midwest,Home Goods,CarrierC,01/24/2024,2024-01-27,2024-01-27,118,0
ORD-104348,SUP-001,Southwest,Industrial Parts,CarrierB,12/01/2024,2024-12-11,2024-12-12,51,0
ORD-103310,SUP-014,Southeast,Perishables,CarrierD,2024/05/15,2024-05-17,2024-05-21,432,0
ORD-101204,SUP-013,West,Electronics,CarrierD,2024-07-09,2024-07-11,2024-07-11,354,0
ORD-104854,SUP-018,Southeast,Office Supplies,CarrierB,2024/06/28,2024-07-05,2024-07-05,115,0
ORD-100567,SUP-020,West,Perishables,CarrierA,10/25/2024,2024-11-04,2024-11-04,427,0
ORD-102446,SUP-015,Southeast,Office Supplies,CarrierA,2024/01/25,2024-01-28,2024-01-27,226,0
ORD-103000,SUP-003,Northeast,Perishables,CarrierB,06/19/2024,2024-06-22,2024-06-28,112,0
ORD-102439,SUP-002,Midwest,Office Supplies,CarrierB,24-Feb-2024,2024-02-27,2024-03-02,297,0
ORD-105266,SUP-013,West,Electronics,CarrierD,2024-01-27,2024-02-01,2024-02-01,185,0
ORD-104926,SUP-020,Southwest,Apparel,CarrierC,28-Oct-2024,2024-11-02,2024-11-02,257,0
ORD-102085,SUP-003,Midwest,Perishables,CarrierA,02-Mar-2024,2024-03-04,2024-03-10,148,0
ORD-102509,SUP-006,,,CarrierB,01-Jul-2024,2024-07-04,2024-07-03,65,0
ORD-103623,SUP-002,Southwest,Home Goods,CarrierD,2024/05/05,2024-05-08,2024-05-13,440,0
ORD-105816,SUP-012,West,,CarrierD,2024-11-04,2024-11-14,2024-11-25,38,0
ORD-105083,SUP-013,West,Electronics,CarrierD,2024/01/14,2024-01-16,2024-01-16,98,0
ORD-101645,SUP-002,Midwest,Electronics,CarrierB,2024-12-21,2024-12-28,2024-12-31,100,0
ORD-103815,SUP-012,West,Apparel,CarrierC,2024/05/30,2024-06-06,2024-06-06,282,0
ORD-105375,SUP-010,Midwest,Industrial Parts,CarrierA,02/04/2024,2024-02-07,2024-02-06,480,0
ORD-100750,SUP-018,Southeast,,CarrierD,2024/09/05,2024-09-15,2024-09-14,261,0
ORD-101161,SUP-003,Southeast,Office Supplies,CarrierA,2024/05/27,2024-06-01,2024-06-03,60,0
ORD-104001,SUP-016,Southwest,Home Goods,CarrierB,02/10/2024,2024-02-20,2024-02-20,435,0
ORD-102074,SUP-018,Midwest,Office Supplies,CarrierC,2024/11/17,2024-11-19,2024-11-19,431,0
ORD-100277,SUP-009,Southeast,Apparel,CarrierC,04-Aug-2024,2024-08-07,2024-08-07,377,0
ORD-104254,SUP-013,West,Apparel,CarrierA,18-Jun-2024,2024-06-25,2024-06-25,406,0
ORD-101146,SUP-018,Southeast,Apparel,CarrierA,12-Jun-2024,2024-06-19,2024-06-18,30,0
ORD-100294,SUP-013,Southwest,Office Supplies,CarrierA,2024-09-29,2024-10-06,2024-10-09,371,0
ORD-100977,SUP-005,Northeast,Apparel,CarrierC,03/27/2024,2024-03-29,2024-03-29,290,0
ORD-104355,SUP-003,Midwest,Home Goods,CarrierB,20-Mar-2024,2024-03-30,2024-03-30,444,0
ORD-101761,SUP-003,Southeast,Perishables,CarrierB,20-Oct-2024,2024-10-30,2024-11-02,482,0
ORD-103018,SUP-015,West,Office Supplies,CarrierA,2024-07-26,2024-07-28,2024-07-31,484,0
ORD-101168,SUP-003,,Apparel,CarrierC,10/20/2024,2024-10-25,2024-10-25,450,0
ORD-103517,SUP-004,Southwest,Industrial Parts,CarrierA,2024/04/02,2024-04-04,2024-04-03,262,0
ORD-102314,SUP-011,Southwest,Apparel,CarrierC,2024-03-31,2024-04-07,2024-04-07,87,0
ORD-103324,SUP-001,Southeast,Electronics,CarrierB,01/30/2024,2024-02-04,2024-02-13,187,0
ORD-103545,SUP-017,Northeast,Home Goods,CarrierC,12-Dec-2024,2024-12-19,2024-12-26,416,0
ORD-104685,SUP-016,Southeast,,CarrierD,2024-12-20,2024-12-25,2024-12-24,389,0
ORD-101369,SUP-014,Southeast,Home Goods,CarrierB,2024/12/18,2024-12-28,2024-12-28,404,0
ORD-104870,SUP-014,Northeast,Office Supplies,CarrierA,07-Oct-2024,2024-10-12,2024-10-12,218,0
ORD-100904,SUP-017,,Home Goods,CarrierB,2024-09-11,2024-09-13,2024-09-13,31,0
ORD-104163,SUP-006,Southeast,Electronics,CarrierB,01-Jan-2024,2024-01-04,2024-01-04,162,0
ORD-102585,SUP-007,Southwest,Apparel,CarrierB,2024-03-14,2024-03-24,2024-03-26,488,0
ORD-105096,SUP-013,,Electronics,CarrierC,2024/03/13,2024-03-20,2024-03-20,275,0
ORD-105468,SUP-015,West,Apparel,CarrierB,27-Aug-2024,2024-09-03,2024-09-14,119,0
ORD-101314,SUP-009,West,Home Goods,CarrierB,13-Mar-2024,2024-03-18,2024-03-18,398,0
ORD-104085,SUP-009,West,Home Goods,CarrierB,2024/07/07,2024-07-12,2024-07-12,299,0
ORD-103915,SUP-007,Northeast,Home Goods,CarrierD,05/28/2024,2024-05-30,2024-05-30,60,0
ORD-101726,SUP-003,,Home Goods,CarrierD,26-Feb-2024,2024-02-28,2024-02-28,351,0
ORD-102357,SUP-003,West,Office Supplies,CarrierC,10-Mar-2024,2024-03-13,2024-03-13,64,0
ORD-104901,SUP-019,Southeast,Home Goods,CarrierC,2024/10/14,2024-10-19,2024-10-24,305,0
ORD-105402,SUP-002,West,Home Goods,CarrierB,2024/05/26,2024-05-29,2024-05-29,85,0
ORD-105291,SUP-008,Midwest,Apparel,CarrierB,2024/05/17,2024-05-27,2024-05-27,156,0
ORD-104868,SUP-014,Midwest,Perishables,CarrierC,2024-12-06,2024-12-11,2024-12-11,371,0
ORD-105082,SUP-017,Southeast,Office Supplies,CarrierA,2024-09-23,2024-10-03,2024-10-08,150,0
ORD-104430,SUP-011,Southeast,Electronics,CarrierD,2024/05/14,2024-05-21,2024-05-21,434,0
ORD-104680,SUP-005,Southeast,Apparel,CarrierC,12/27/2024,2025-01-03,2025-01-02,333,0
ORD-101397,SUP-001,Northeast,Home Goods,CarrierD,09/03/2024,2024-09-10,2024-09-10,174,0
ORD-101244,SUP-009,Southwest,Apparel,CarrierA,2024/02/06,2024-02-08,2024-02-12,245,0
ORD-100833,SUP-004,Midwest,Office Supplies,CarrierB,2024-01-02,2024-01-09,2024-01-08,331,0
ORD-100149,SUP-018,Southwest,Apparel,CarrierD,19-Oct-2024,2024-10-24,2024-10-24,388,0
ORD-103647,SUP-001,Midwest,Office Supplies,CarrierA,2024/11/27,2024-12-07,2024-12-12,199,0
ORD-102348,SUP-005,Midwest,Home Goods,CarrierA,12/27/2024,2025-01-01,2025-01-01,198,0
ORD-103156,SUP-003,West,Industrial Parts,CarrierD,03/10/2024,2024-03-20,2024-03-20,67,0
ORD-100184,SUP-018,Midwest,Apparel,CarrierB,2024-06-11,2024-06-13,2024-06-13,302,0
ORD-100887,SUP-012,Northeast,Home Goods,CarrierA,21-Jan-2024,2024-01-31,2024-02-03,475,0
ORD-100920,SUP-008,,Apparel,CarrierA,09/25/2024,2024-09-30,2024-10-06,146,0
ORD-101487,SUP-019,Southwest,Perishables,CarrierB,2024/01/25,2024-01-30,2024-01-30,445,0
ORD-102926,SUP-018,West,Office Supplies,CarrierC,13-Jul-2024,2024-07-18,2024-07-28,118,0
ORD-103634,SUP-001,Southwest,Industrial Parts,CarrierB,2024/08/30,2024-09-09,2024-09-15,340,0
ORD-104727,SUP-008,Northeast,Office Supplies,CarrierD,08/06/2024,2024-08-11,2024-08-11,168,0
ORD-105232,SUP-020,Southeast,,CarrierD,2024-07-26,2024-07-28,2024-07-30,428,0
ORD-100672,SUP-001,Southeast,Home Goods,CarrierC,03/22/2024,2024-03-25,2024-04-03,103,0
ORD-101908,SUP-009,West,Home Goods,CarrierC,2024/02/13,2024-02-15,2024-02-14,259,0
ORD-102108,SUP-018,Southwest,Home Goods,CarrierB,26-May-2024,2024-05-29,2024-05-31,311,0
ORD-102035,SUP-011,Southwest,Apparel,CarrierC,2024/08/14,2024-08-24,2024-08-24,166,0
ORD-102231,SUP-012,Midwest,Apparel,CarrierA,2024/03/27,2024-04-06,2024-04-19,472,0
ORD-100264,SUP-005,Southwest,Perishables,CarrierC,27-Jun-2024,2024-07-07,2024-07-07,35,1
ORD-103299,SUP-017,Midwest,Perishables,CarrierA,2024/08/12,2024-08-17,2024-08-18,355,0
ORD-102504,SUP-009,West,Home Goods,CarrierD,04/24/2024,2024-04-26,2024-05-02,349,0
ORD-105448,SUP-013,Southwest,Industrial Parts,CarrierC,02-Dec-2024,2024-12-05,2024-12-04,307,0
ORD-101411,SUP-003,Southwest,Apparel,CarrierA,18-Oct-2024,2024-10-23,2024-10-26,447,0
ORD-105682,SUP-009,Midwest,Home Goods,CarrierB,15-Apr-2024,2024-04-22,2024-05-01,499,0
ORD-103030,SUP-015,West,Office Supplies,CarrierD,2024/09/17,2024-09-19,2024-09-27,384,0
ORD-105783,SUP-004,Northeast,Perishables,CarrierD,21-Aug-2024,2024-08-28,2024-08-31,417,0
ORD-100209,SUP-008,West,,CarrierC,18-Sep-2024,2024-09-28,2024-09-28,133,1
ORD-105985,SUP-016,Northeast,Electronics,CarrierC,2024/08/10,2024-08-17,2024-08-17,29,0
ORD-102250,SUP-011,West,Office Supplies,CarrierA,07-Jun-2024,2024-06-10,2024-06-10,224,0
ORD-102395,SUP-012,West,Office Supplies,CarrierA,2024/01/02,2024-01-12,2024-01-12,264,0
ORD-104799,SUP-009,Northeast,Perishables,CarrierD,09/22/2024,2024-09-25,2024-09-25,63,0
ORD-101500,SUP-015,Southeast,Office Supplies,CarrierD,2024/03/06,2024-03-11,2024-03-15,121,0
ORD-102291,SUP-010,Southwest,Apparel,CarrierA,2024-01-30,2024-02-09,2024-02-08,435,0
ORD-101084,SUP-018,Southeast,Office Supplies,CarrierD,03/11/2024,2024-03-16,2024-03-16,89,0
ORD-101267,SUP-008,Midwest,Home Goods,CarrierA,09/04/2024,2024-09-06,2024-09-12,494,0
ORD-101109,SUP-006,Southeast,Office Supplies,CarrierC,2024-05-01,2024-05-03,2024-05-03,379,0
ORD-103547,SUP-007,Midwest,,CarrierA,2024-03-05,2024-03-07,2024-03-07,319,0
ORD-102749,SUP-005,West,Industrial Parts,CarrierA,2024-12-12,2024-12-22,2024-12-22,111,0
ORD-103454,SUP-009,Southwest,Home Goods,CarrierC,07/05/2024,2024-07-08,2024-07-07,148,1
ORD-104617,SUP-013,Midwest,Office Supplies,CarrierC,17-Oct-2024,2024-10-24,2024-10-24,287,0
ORD-102882,SUP-019,West,Electronics,CarrierC,03-Jul-2024,2024-07-13,2024-07-13,300,0
ORD-103437,SUP-017,Southeast,Office Supplies,CarrierD,2024/04/20,2024-04-22,2024-04-22,244,0
ORD-103322,SUP-010,Northeast,Home Goods,CarrierC,2024-11-18,2024-11-21,2024-11-21,397,0
ORD-103966,SUP-004,Southwest,Industrial Parts,CarrierD,2024-06-03,2024-06-05,2024-06-07,307,0
ORD-100809,SUP-010,Southwest,Apparel,CarrierB,2024-04-13,2024-04-16,2024-04-16,253,0
ORD-103170,SUP-010,Midwest,Industrial Parts,CarrierB,2024-02-03,2024-02-05,2024-02-05,263,0
ORD-103028,SUP-007,Midwest,Office Supplies,CarrierC,2024/12/19,2024-12-26,2024-12-26,365,0
ORD-102875,SUP-007,Northeast,Home Goods,CarrierC,2024-08-05,2024-08-08,2024-08-08,41,0
ORD-103254,SUP-010,Southeast,Home Goods,CarrierA,2024-03-22,2024-03-27,2024-03-27,22,0
ORD-103975,SUP-018,Northeast,,CarrierC,07/27/2024,2024-07-30,2024-07-29,209,0
ORD-103029,SUP-015,West,Office Supplies,CarrierD,2024/05/10,2024-05-12,2024-05-23,225,0
ORD-105938,SUP-018,West,Home Goods,CarrierD,08-Jul-2024,2024-07-15,2024-07-15,299,0
ORD-105621,SUP-020,Southwest,Industrial Parts,CarrierA,01/31/2024,2024-02-03,2024-02-07,101,0
ORD-100051,SUP-001,Northeast,Apparel,CarrierD,12/25/2024,2024-12-30,2024-12-30,315,0
ORD-105765,SUP-007,Northeast,Electronics,CarrierA,2024-02-04,2024-02-09,2024-02-11,444,0
ORD-104465,SUP-003,Southwest,Office Supplies,CarrierD,05/27/2024,2024-06-03,2024-06-03,464,0
ORD-103154,SUP-018,Northeast,Electronics,CarrierC,2024-07-20,2024-07-22,2024-07-25,416,0
ORD-101969,SUP-009,Southwest,Apparel,CarrierC,10/09/2024,2024-10-11,2024-10-19,143,0
ORD-102713,SUP-012,West,Office Supplies,CarrierA,2024-05-31,2024-06-05,2024-06-05,291,0
ORD-101362,SUP-008,Southeast,Perishables,CarrierD,12/10/2024,2024-12-20,2024-12-19,177,0
ORD-101514,SUP-015,Southwest,Perishables,CarrierC,06/02/2024,2024-06-09,2024-06-17,189,1
ORD-102152,SUP-018,Northeast,Perishables,CarrierD,2024-11-16,2024-11-21,2024-11-20,170,0
ORD-105317,SUP-005,West,Apparel,CarrierC,2024-10-28,2024-11-02,2024-11-02,271,0
ORD-100112,SUP-017,Southwest,Office Supplies,CarrierD,2024/11/14,2024-11-24,2024-11-24,198,0
ORD-105196,SUP-002,West,Industrial Parts,CarrierB,2024-04-16,2024-04-26,2024-05-04,373,0
ORD-100168,SUP-016,West,Electronics,CarrierB,07-May-2024,2024-05-10,2024-05-10,161,0
ORD-102322,SUP-012,West,Electronics,CarrierB,12/11/2024,2024-12-21,2024-12-29,63,0
ORD-104857,SUP-007,West,Office Supplies,CarrierA,2024-10-05,2024-10-08,2024-10-07,84,0
ORD-104655,SUP-001,Southwest,Electronics,CarrierA,19-May-2024,2024-05-24,2024-05-24,345,0
ORD-105298,SUP-019,Southeast,Electronics,CarrierB,06-Jan-2024,2024-01-11,2024-01-18,253,0
ORD-102602,SUP-009,Midwest,Industrial Parts,CarrierC,11/10/2024,2024-11-15,,353,0
ORD-104906,SUP-010,Midwest,Industrial Parts,CarrierB,2024-11-15,2024-11-25,2024-11-25,274,0
ORD-104256,SUP-015,Midwest,Electronics,CarrierD,09/12/2024,2024-09-15,2024-09-15,423,0
ORD-101245,SUP-012,Southeast,Apparel,CarrierD,2024-08-31,2024-09-05,2024-09-07,139,0
ORD-101354,SUP-018,West,Industrial Parts,CarrierA,2024-01-27,2024-02-03,2024-02-04,51,0
ORD-103758,SUP-011,Midwest,Electronics,CarrierC,2024-04-08,2024-04-10,2024-04-10,246,0
ORD-104235,SUP-012,Northeast,Home Goods,CarrierD,2024/09/28,2024-10-05,2024-10-04,74,0
ORD-101157,SUP-010,Southwest,Home Goods,CarrierC,13-Sep-2024,2024-09-18,2024-09-18,5,0
ORD-103537,SUP-012,Midwest,Apparel,CarrierD,2024/06/29,2024-07-06,2024-07-05,284,0
ORD-105189,SUP-011,Midwest,Perishables,CarrierA,26-Mar-2024,2024-04-02,2024-04-02,159,0
ORD-103326,SUP-004,Southwest,Industrial Parts,CarrierC,23-Nov-2024,2024-11-30,2024-12-02,452,0
ORD-104674,SUP-008,Southwest,Apparel,CarrierC,2024-01-19,2024-01-26,2024-01-26,20,0
ORD-100666,SUP-020,Northeast,Industrial Parts,CarrierA,2024/10/31,2024-11-10,2024-11-10,239,0
ORD-101115,SUP-019,Midwest,Industrial Parts,CarrierB,27-Nov-2024,2024-11-29,2024-11-28,288,0
ORD-102483,SUP-020,Midwest,Perishables,CarrierD,2024-09-25,2024-09-28,2024-10-02,94,0
ORD-100853,SUP-003,Southwest,Electronics,CarrierB,15-Mar-2024,2024-03-17,2024-03-20,94,0
ORD-104657,SUP-010,West,Electronics,CarrierD,2024-02-25,2024-03-06,2024-03-06,5,0
ORD-104435,SUP-017,Southeast,Electronics,CarrierB,11/29/2024,2024-12-06,2024-12-08,276,0
ORD-105544,SUP-009,West,Perishables,CarrierC,2024/10/16,2024-10-26,2024-10-26,124,0
ORD-102258,SUP-020,,Home Goods,CarrierD,2024/12/26,2024-12-29,2024-12-29,184,0
ORD-103899,SUP-006,Southwest,Apparel,CarrierA,2024/12/16,2024-12-23,2024-12-24,325,0
ORD-100053,SUP-005,West,Perishables,CarrierB,06-Nov-2024,2024-11-08,2024-11-08,51,0
ORD-104061,SUP-010,Southeast,Industrial Parts,CarrierB,2024/03/09,2024-03-12,2024-03-12,443,0
ORD-105458,SUP-012,Midwest,Office Supplies,CarrierA,08/30/2024,2024-09-01,2024-09-01,296,0
ORD-102177,SUP-003,Southeast,Perishables,CarrierD,01/17/2024,2024-01-19,2024-01-23,91,1
ORD-105496,SUP-001,Midwest,Electronics,CarrierC,2024-08-08,2024-08-15,2024-08-15,188,0
ORD-105553,SUP-006,Northeast,Industrial Parts,CarrierD,2024/11/10,2024-11-13,2024-11-12,124,0
ORD-103700,SUP-009,Southeast,Electronics,CarrierB,2024/09/19,2024-09-26,2024-09-25,177,0
ORD-102552,SUP-001,Southwest,Industrial Parts,CarrierA,02/24/2024,2024-02-27,2024-02-29,302,0
ORD-104911,SUP-017,West,Office Supplies,CarrierD,2024-01-12,2024-01-14,2024-01-14,217,0
ORD-102841,SUP-001,Southwest,Industrial Parts,CarrierA,2024-04-25,2024-05-02,2024-05-05,313,0
ORD-101212,SUP-007,Northeast,Home Goods,CarrierB,07/22/2024,2024-07-24,2024-07-24,29,0
ORD-104263,SUP-003,Southwest,Perishables,CarrierC,07-Oct-2024,2024-10-10,2024-10-12,274,0
ORD-103145,SUP-020,Midwest,Perishables,CarrierA,2024/01/05,2024-01-08,2024-01-13,433,0
ORD-104448,SUP-008,Southwest,Perishables,CarrierA,2024-07-11,2024-07-13,2024-07-14,456,0
ORD-105364,SUP-001,West,Apparel,CarrierC,2024/04/23,2024-04-28,2024-04-28,490,0
ORD-103848,SUP-004,West,Industrial Parts,CarrierA,07/22/2024,2024-07-27,2024-07-27,126,0
ORD-103994,SUP-013,West,Apparel,CarrierB,15-Aug-2024,2024-08-18,2024-08-17,149,0
ORD-105762,SUP-018,Southwest,Electronics,CarrierD,2024-07-28,2024-07-31,2024-07-31,32,0
ORD-104585,SUP-003,West,Apparel,CarrierD,2024/05/03,2024-05-08,2024-05-08,298,0
ORD-103591,SUP-010,Southeast,Electronics,CarrierD,2024-04-27,2024-05-04,2024-05-03,442,0
ORD-105741,SUP-020,Midwest,Industrial Parts,CarrierD,2024-09-16,2024-09-23,2024-09-30,234,0
ORD-102765,SUP-009,Midwest,Perishables,CarrierB,30-Jul-2024,2024-08-04,2024-08-04,316,0
ORD-100515,SUP-010,Northeast,Apparel,CarrierA,02/25/2024,2024-02-28,2024-02-27,230,0
ORD-105548,SUP-006,Northeast,Electronics,CarrierB,2024-01-16,2024-01-21,2024-01-21,258,0
ORD-102709,SUP-013,Southwest,Industrial Parts,CarrierC,2024/08/20,2024-08-30,2024-09-05,133,0
ORD-100356,SUP-019,Midwest,Industrial Parts,CarrierC,2024-01-05,2024-01-08,2024-01-08,388,0
ORD-105537,SUP-014,Southeast,Apparel,CarrierD,2024/01/23,2024-01-28,2024-01-28,422,0
ORD-102710,SUP-013,West,Perishables,CarrierC,13-Oct-2024,2024-10-23,2024-11-02,269,0
ORD-100529,SUP-007,Southeast,Electronics,CarrierB,07/16/2024,2024-07-26,2024-07-26,110,0
ORD-103320,SUP-001,West,Electronics,CarrierB,09/08/2024,2024-09-15,2024-09-15,331,0
ORD-100059,SUP-010,Northeast,Industrial Parts,CarrierD,2024/06/16,2024-06-19,2024-06-19,235,0
ORD-100948,SUP-012,Northeast,Industrial Parts,CarrierA,05/27/2024,2024-06-03,2024-06-08,229,0
ORD-105200,SUP-013,West,Apparel,CarrierD,2024/03/02,2024-03-04,2024-03-07,72,0
ORD-100281,SUP-011,Southeast,Industrial Parts,CarrierC,2024/01/29,2024-01-31,2024-01-31,364,0
ORD-103348,SUP-002,West,Home Goods,CarrierB,03/11/2024,2024-03-21,2024-03-21,46,0
ORD-101629,SUP-020,Southwest,Apparel,CarrierC,2024-08-27,2024-08-30,2024-09-01,161,0
ORD-102782,SUP-005,Southwest,Apparel,CarrierB,2024/04/16,2024-04-19,2024-04-19,277,0
ORD-104180,SUP-001,Southeast,Apparel,CarrierD,04-Apr-2024,2024-04-07,2024-04-09,74,0
ORD-104681,SUP-013,,Perishables,CarrierC,2024-11-05,2024-11-10,2024-11-18,124,0
ORD-105185,SUP-015,Southwest,Industrial Parts,CarrierA,02/14/2024,2024-02-24,2024-02-25,174,0
ORD-100451,SUP-020,Southwest,Industrial Parts,CarrierC,2024/04/19,2024-04-21,2024-04-21,378,0
ORD-103575,SUP-019,Southeast,Office Supplies,CarrierC,10-Jun-2024,2024-06-17,2024-06-17,478,0
ORD-102732,SUP-012,Northeast,Electronics,CarrierD,2024/12/19,2024-12-21,2024-12-21,319,0
ORD-104756,SUP-007,Southwest,Perishables,CarrierC,2024/09/22,2024-10-02,2024-10-02,86,0
ORD-101276,SUP-008,Midwest,Office Supplies,CarrierD,2024-06-06,2024-06-09,2024-06-09,30,0
ORD-101283,SUP-012,Southwest,Electronics,CarrierD,12/27/2024,2024-12-29,2025-01-10,300,0
ORD-104047,SUP-013,West,Apparel,CarrierD,11/30/2024,2024-12-07,2024-12-07,424,0
ORD-105697,SUP-013,Southeast,Apparel,CarrierD,2024-08-21,2024-08-23,2024-08-26,440,0
ORD-101530,SUP-013,Midwest,Home Goods,CarrierB,06-Feb-2024,2024-02-16,2024-02-20,182,0
ORD-104033,SUP-006,Southeast,Electronics,CarrierA,30-Mar-2024,2024-04-02,2024-04-06,87,0
ORD-100805,SUP-006,Southeast,Perishables,CarrierC,23-Jul-2024,2024-07-25,2024-07-25,471,0
ORD-105757,SUP-008,Midwest,Home Goods,CarrierD,2024-10-06,2024-10-11,2024-10-16,409,1
ORD-101529,SUP-017,Northeast,Home Goods,CarrierA,29-Jun-2024,2024-07-04,2024-07-04,301,0
ORD-102554,SUP-008,Midwest,Perishables,CarrierB,2024/09/16,2024-09-26,2024-09-26,297,0
ORD-103749,SUP-003,Southeast,Office Supplies,CarrierB,27-Apr-2024,2024-05-07,2024-05-13,475,0
ORD-104815,SUP-011,Midwest,Home Goods,CarrierC,08/02/2024,2024-08-05,2024-08-05,375,0
ORD-100049,SUP-017,Northeast,Electronics,CarrierA,2024-10-24,2024-10-31,2024-11-05,390,0
ORD-102691,SUP-009,Southwest,Apparel,CarrierA,13-Oct-2024,2024-10-18,2024-10-17,86,0
ORD-103054,SUP-013,Midwest,Industrial Parts,CarrierD,2024/12/25,2024-12-30,2024-12-30,370,0
ORD-100801,SUP-011,Southwest,Apparel,CarrierB,2024-09-12,2024-09-17,2024-09-17,146,0
ORD-105875,SUP-013,Southeast,Home Goods,CarrierB,04/08/2024,2024-04-18,2024-04-18,136,0
ORD-101367,SUP-015,Southwest,Industrial Parts,CarrierC,04/28/2024,2024-05-08,2024-05-08,13,0
ORD-100424,SUP-012,Midwest,Office Supplies,CarrierD,2024/04/19,2024-04-26,2024-04-25,125,0
ORD-105844,SUP-009,Northeast,,CarrierD,10-Aug-2024,2024-08-12,2024-08-11,422,0
ORD-100000,SUP-001,Midwest,Perishables,CarrierC,09/17/2024,2024-09-19,2024-09-21,346,0
ORD-104568,SUP-015,West,Perishables,CarrierC,08/30/2024,2024-09-01,2024-09-01,162,0
ORD-102034,SUP-002,Southwest,Office Supplies,CarrierC,12/04/2024,2024-12-09,2024-12-24,464,0
ORD-101269,SUP-008,Midwest,Electronics,CarrierD,18-Oct-2024,2024-10-21,2024-10-21,184,0
ORD-100176,SUP-019,Southeast,Office Supplies,CarrierA,2024/08/13,2024-08-23,2024-08-23,156,0
ORD-105434,SUP-006,Midwest,Industrial Parts,CarrierB,2024/09/10,2024-09-15,2024-09-18,321,0
ORD-100512,SUP-007,Southeast,Home Goods,CarrierD,2024/12/07,2024-12-17,2024-12-23,26,0
ORD-101286,SUP-010,Southeast,Electronics,CarrierB,2024/05/02,2024-05-05,2024-05-05,351,0
ORD-101462,SUP-003,Southeast,Electronics,CarrierB,12-Jan-2024,2024-01-19,2024-01-21,492,0
ORD-102409,SUP-010,Midwest,Electronics,CarrierA,2024-08-14,2024-08-19,2024-08-18,144,0
ORD-105482,SUP-018,Southeast,Industrial Parts,CarrierA,2024-03-27,2024-03-30,2024-04-02,40,0
ORD-102384,SUP-005,Southeast,Perishables,CarrierD,11/04/2024,2024-11-11,2024-11-10,26,0
ORD-100766,SUP-006,Midwest,Industrial Parts,CarrierD,2024/01/27,2024-02-06,2024-02-06,192,0
ORD-101348,SUP-015,West,Home Goods,CarrierC,13-Jul-2024,2024-07-16,2024-07-15,394,0
ORD-103785,SUP-011,Southeast,Industrial Parts,CarrierC,07-Sep-2024,2024-09-17,2024-09-17,427,0
ORD-102482,SUP-019,Southwest,Office Supplies,CarrierD,24-Mar-2024,2024-03-31,2024-03-30,16,0
ORD-101054,SUP-007,Southwest,Industrial Parts,CarrierD,2024-07-28,2024-08-04,2024-08-04,441,0
ORD-105666,SUP-019,Northeast,Office Supplies,CarrierD,2024/01/17,2024-01-27,2024-01-27,378,0
ORD-105273,SUP-013,Midwest,Home Goods,CarrierA,16-May-2024,2024-05-19,2024-05-19,250,0
ORD-102455,SUP-011,West,Industrial Parts,CarrierC,12/23/2024,2025-01-02,2025-01-02,232,0
ORD-100532,SUP-015,Northeast,Industrial Parts,CarrierD,2024-05-02,2024-05-04,2024-05-06,464,0
ORD-105356,SUP-011,Southwest,Electronics,CarrierA,10/04/2024,2024-10-11,,408,0
ORD-105403,SUP-007,Northeast,Perishables,CarrierA,2024/05/27,2024-06-01,2024-06-01,149,0
ORD-105473,SUP-013,Southeast,,CarrierB,2024/02/12,2024-02-22,2024-02-24,366,0
ORD-100380,SUP-018,Southeast,Office Supplies,CarrierD,11-Jun-2024,2024-06-13,2024-06-16,363,0
ORD-101866,SUP-004,Northeast,Office Supplies,CarrierA,2024-11-03,2024-11-05,2024-11-05,179,0
ORD-105490,SUP-006,Northeast,Perishables,CarrierD,11/28/2024,2024-12-01,2024-12-04,396,0
ORD-103346,SUP-015,Southwest,Apparel,CarrierB,18-Sep-2024,2024-09-28,2024-09-28,416,0
ORD-102681,SUP-015,Northeast,Perishables,CarrierB,01/03/2024,2024-01-06,2024-01-07,89,0
ORD-105153,SUP-004,Southeast,Industrial Parts,CarrierD,12-Aug-2024,2024-08-22,2024-08-26,12,0
ORD-100930,SUP-003,Midwest,Industrial Parts,CarrierC,2024/07/21,2024-07-26,2024-08-01,497,0
ORD-102626,SUP-020,Southwest,Perishables,CarrierC,2024/02/04,2024-02-11,2024-02-13,387,0
ORD-102526,SUP-014,West,Apparel,CarrierA,2024/06/20,2024-06-22,2024-06-22,357,0
